� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;13:47:26;;0;                                         
2021-03-01;13:47:26;;0;                                         
2021-03-01;13:47:26;;0;                                         
2021-03-01;13:47:26;;0;                                         
2021-03-01;13:47:26;;0;                                         
2021-03-01;13:47:26;Ano;2012;                                   
2021-03-01;13:47:26;Mes;3;                                      
2021-03-01;13:47:26;Dia;5;                                      
2021-03-01;13:47:26;Silo 01;0;                                  
2021-03-01;13:47:26;Silo 02;0;                                  
2021-03-01;13:47:26;Silo 03;0;                                  
2021-03-01;13:47:26;Silo 04;0;                                  
2021-03-01;13:47:26;Betume;0;                                   
2021-03-01;13:47:27;Total Inova;0;                              
2021-03-01;13:47:27;Total Horas Inova;0;                        
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;Ano;2012;                                   
2021-03-01;13:47:27;Mes;3;                                      
2021-03-01;13:47:27;Dia;5;                                      
2021-03-01;13:47:27;Silo 01;0;                                  
2021-03-01;13:47:27;Silo 02;0;                                  
2021-03-01;13:47:27;Silo 03;0;                                  
2021-03-01;13:47:27;Silo 04;0;                                  
2021-03-01;13:47:27;Betume;0;                                   
2021-03-01;13:47:27;Total Inova;0;                              
2021-03-01;13:47:27;Total Horas Inova;0;                        
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:27;;0;                                         
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:28;Ano;2012;                                   
2021-03-01;13:47:28;Mes;3;                                      
2021-03-01;13:47:28;Dia;5;                                      
2021-03-01;13:47:28;Silo 01;0;                                  
2021-03-01;13:47:28;Silo 02;0;                                  
2021-03-01;13:47:28;Silo 03;0;                                  
2021-03-01;13:47:28;Silo 04;0;                                  
2021-03-01;13:47:28;Betume;0;                                   
2021-03-01;13:47:28;Total Inova;0;                              
2021-03-01;13:47:28;Total Horas Inova;0;                        
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:28;;0;                                         
2021-03-01;13:47:29;;0;                                         
2021-03-01;13:47:29;;0;                                         
2021-03-01;13:47:29;;0;                                         
2021-03-01;13:47:29;;0;                                         
2021-03-01;13:47:29;;0;                                         
2021-03-01;13:47:29;Ano;2012;                                   
2021-03-01;13:47:29;Mes;3;                                      
2021-03-01;13:47:29;Dia;5;                                      
2021-03-01;13:47:29;Silo 01;0;                                  
2021-03-01;13:47:29;Silo 02;0;                                  
