� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;13:51:38;Silo 02;0;                                  
2021-03-01;13:51:38;Silo 03;0;                                  
2021-03-01;13:51:38;Silo 04;0;                                  
2021-03-01;13:51:38;Betume;0;                                   
2021-03-01;13:51:38;Total Inova;0;                              
2021-03-01;13:51:38;Total Horas Inova;0;                        
2021-03-01;13:51:38;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;;0;                                         
2021-03-01;13:51:39;Ano;2012;                                   
2021-03-01;13:51:39;Mes;3;                                      
2021-03-01;13:51:39;Dia;5;                                      
2021-03-01;13:51:39;Silo 01;0;                                  
2021-03-01;13:51:39;Silo 02;0;                                  
2021-03-01;13:51:39;Silo 03;0;                                  
2021-03-01;13:51:39;Silo 04;0;                                  
2021-03-01;13:51:39;Betume;0;                                   
2021-03-01;13:51:39;Total Inova;0;                              
2021-03-01;13:51:40;Total Horas Inova;0;                        
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;;0;                                         
2021-03-01;13:51:40;Ano;2012;                                   
2021-03-01;13:51:40;Mes;3;                                      
2021-03-01;13:51:40;Dia;5;                                      
2021-03-01;13:51:40;Silo 01;0;                                  
2021-03-01;13:51:40;Silo 02;0;                                  
2021-03-01;13:51:40;Silo 03;0;                                  
2021-03-01;13:51:40;Silo 04;0;                                  
2021-03-01;13:51:40;Betume;0;                                   
2021-03-01;13:51:41;Total Inova;0;                              
2021-03-01;13:51:41;Total Horas Inova;0;                        
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;;0;                                         
2021-03-01;13:51:41;Ano;2012;                                   
2021-03-01;13:51:41;Mes;3;                                      
2021-03-01;13:51:41;Dia;5;                                      
2021-03-01;13:51:41;Silo 01;0;                                  
2021-03-01;13:51:41;Silo 02;0;                                  
2021-03-01;13:51:41;Silo 03;0;                                  
2021-03-01;13:51:41;Silo 04;0;                                  
2021-03-01;13:51:41;Betume;0;                                   
2021-03-01;13:51:42;Total Inova;0;                              
2021-03-01;13:51:42;Total Horas Inova;0;                        
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;Ano;2012;                                   
2021-03-01;13:51:42;Mes;3;                                      
2021-03-01;13:51:42;Dia;5;                                      
2021-03-01;13:51:42;Silo 01;0;                                  
2021-03-01;13:51:42;Silo 02;0;                                  
2021-03-01;13:51:42;Silo 03;0;                                  
2021-03-01;13:51:42;Silo 04;0;                                  
2021-03-01;13:51:42;Betume;0;                                   
2021-03-01;13:51:42;Total Inova;0;                              
2021-03-01;13:51:42;Total Horas Inova;0;                        
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:42;;0;                                         
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:43;Ano;2012;                                   
2021-03-01;13:51:43;Mes;3;                                      
2021-03-01;13:51:43;Dia;5;                                      
2021-03-01;13:51:43;Silo 01;0;                                  
2021-03-01;13:51:43;Silo 02;0;                                  
2021-03-01;13:51:43;Silo 03;0;                                  
2021-03-01;13:51:43;Silo 04;0;                                  
2021-03-01;13:51:43;Betume;0;                                   
2021-03-01;13:51:43;Total Inova;0;                              
2021-03-01;13:51:43;Total Horas Inova;0;                        
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:43;;0;                                         
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:44;Ano;2012;                                   
2021-03-01;13:51:44;Mes;3;                                      
2021-03-01;13:51:44;Dia;5;                                      
2021-03-01;13:51:44;Silo 01;0;                                  
2021-03-01;13:51:44;Silo 02;0;                                  
2021-03-01;13:51:44;Silo 03;0;                                  
2021-03-01;13:51:44;Silo 04;0;                                  
2021-03-01;13:51:44;Betume;0;                                   
2021-03-01;13:51:44;Total Inova;0;                              
2021-03-01;13:51:44;Total Horas Inova;0;                        
2021-03-01;13:51:44;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;;0;                                         
2021-03-01;13:51:45;Ano;2012;                                   
2021-03-01;13:51:45;Mes;3;                                      
2021-03-01;13:51:45;Dia;5;                                      
2021-03-01;13:51:45;Silo 01;0;                                  
2021-03-01;13:51:45;Silo 02;0;                                  
2021-03-01;13:51:45;Silo 03;0;                                  
2021-03-01;13:51:45;Silo 04;0;                                  
2021-03-01;13:51:45;Betume;0;                                   
2021-03-01;13:51:45;Total Inova;0;                              
2021-03-01;13:51:46;Total Horas Inova;0;                        
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;;0;                                         
2021-03-01;13:51:46;Ano;2012;                                   
2021-03-01;13:51:46;Mes;3;                                      
2021-03-01;13:51:46;Dia;5;                                      
2021-03-01;13:51:46;Silo 01;0;                                  
2021-03-01;13:51:46;Silo 02;0;                                  
2021-03-01;13:51:46;Silo 03;0;                                  
2021-03-01;13:51:46;Silo 04;0;                                  
2021-03-01;13:51:46;Betume;0;                                   
2021-03-01;13:51:47;Total Inova;0;                              
2021-03-01;13:51:47;Total Horas Inova;0;                        
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;;0;                                         
2021-03-01;13:51:47;Ano;2012;                                   
2021-03-01;13:51:47;Mes;3;                                      
2021-03-01;13:51:47;Dia;5;                                      
2021-03-01;13:51:47;Silo 01;0;                                  
2021-03-01;13:51:47;Silo 02;0;                                  
2021-03-01;13:51:47;Silo 03;0;                                  
2021-03-01;13:51:47;Silo 04;0;                                  
2021-03-01;13:51:47;Betume;0;                                   
2021-03-01;13:51:48;Total Inova;0;                              
2021-03-01;13:51:48;Total Horas Inova;0;                        
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;Ano;2012;                                   
2021-03-01;13:51:48;Mes;3;                                      
2021-03-01;13:51:48;Dia;5;                                      
2021-03-01;13:51:48;Silo 01;0;                                  
2021-03-01;13:51:48;Silo 02;0;                                  
2021-03-01;13:51:48;Silo 03;0;                                  
2021-03-01;13:51:48;Silo 04;0;                                  
2021-03-01;13:51:48;Betume;0;                                   
2021-03-01;13:51:48;Total Inova;0;                              
2021-03-01;13:51:48;Total Horas Inova;0;                        
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:48;;0;                                         
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:49;Ano;2012;                                   
2021-03-01;13:51:49;Mes;3;                                      
2021-03-01;13:51:49;Dia;5;                                      
2021-03-01;13:51:49;Silo 01;0;                                  
2021-03-01;13:51:49;Silo 02;0;                                  
2021-03-01;13:51:49;Silo 03;0;                                  
2021-03-01;13:51:49;Silo 04;0;                                  
2021-03-01;13:51:49;Betume;0;                                   
2021-03-01;13:51:49;Total Inova;0;                              
2021-03-01;13:51:49;Total Horas Inova;0;                        
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:49;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;;0;                                         
2021-03-01;13:51:50;Ano;2012;                                   
2021-03-01;13:51:50;Mes;3;                                      
2021-03-01;13:51:50;Dia;5;                                      
2021-03-01;13:51:50;Silo 01;0;                                  
2021-03-01;13:51:50;Silo 02;0;                                  
2021-03-01;13:51:50;Silo 03;0;                                  
2021-03-01;13:51:50;Silo 04;0;                                  
2021-03-01;13:51:50;Betume;0;                                   
2021-03-01;13:51:50;Total Inova;0;                              
2021-03-01;13:51:50;Total Horas Inova;0;                        
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;;0;                                         
2021-03-01;13:51:51;Ano;2012;                                   
2021-03-01;13:51:51;Mes;3;                                      
2021-03-01;13:51:51;Dia;5;                                      
2021-03-01;13:51:51;Silo 01;0;                                  
2021-03-01;13:51:51;Silo 02;0;                                  
2021-03-01;13:51:51;Silo 03;0;                                  
2021-03-01;13:51:51;Silo 04;0;                                  
2021-03-01;13:51:51;Betume;0;                                   
2021-03-01;13:51:52;Total Inova;0;                              
2021-03-01;13:51:52;Total Horas Inova;0;                        
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;;0;                                         
2021-03-01;13:51:52;Ano;2012;                                   
2021-03-01;13:51:52;Mes;3;                                      
2021-03-01;13:51:52;Dia;5;                                      
2021-03-01;13:51:52;Silo 01;0;                                  
2021-03-01;13:51:52;Silo 02;0;                                  
2021-03-01;13:51:52;Silo 03;0;                                  
2021-03-01;13:51:52;Silo 04;0;                                  
2021-03-01;13:51:52;Betume;0;                                   
2021-03-01;13:51:53;Total Inova;0;                              
2021-03-01;13:51:53;Total Horas Inova;0;                        
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;;0;                                         
2021-03-01;13:51:53;Ano;2012;                                   
2021-03-01;13:51:53;Mes;3;                                      
2021-03-01;13:51:53;Dia;5;                                      
2021-03-01;13:51:53;Silo 01;0;                                  
2021-03-01;13:51:53;Silo 02;0;                                  
2021-03-01;13:51:53;Silo 03;0;                                  
2021-03-01;13:51:53;Silo 04;0;                                  
2021-03-01;13:51:53;Betume;0;                                   
2021-03-01;13:51:54;Total Inova;0;                              
2021-03-01;13:51:54;Total Horas Inova;0;                        
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;Ano;2012;                                   
2021-03-01;13:51:54;Mes;3;                                      
2021-03-01;13:51:54;Dia;5;                                      
2021-03-01;13:51:54;Silo 01;0;                                  
2021-03-01;13:51:54;Silo 02;0;                                  
2021-03-01;13:51:54;Silo 03;0;                                  
2021-03-01;13:51:54;Silo 04;0;                                  
2021-03-01;13:51:54;Betume;0;                                   
2021-03-01;13:51:54;Total Inova;0;                              
2021-03-01;13:51:54;Total Horas Inova;0;                        
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:54;;0;                                         
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:55;Ano;2012;                                   
2021-03-01;13:51:55;Mes;3;                                      
2021-03-01;13:51:55;Dia;5;                                      
2021-03-01;13:51:55;Silo 01;0;                                  
2021-03-01;13:51:55;Silo 02;0;                                  
2021-03-01;13:51:55;Silo 03;0;                                  
2021-03-01;13:51:55;Silo 04;0;                                  
2021-03-01;13:51:55;Betume;0;                                   
2021-03-01;13:51:55;Total Inova;0;                              
2021-03-01;13:51:55;Total Horas Inova;0;                        
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:55;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;;0;                                         
2021-03-01;13:51:56;Ano;2012;                                   
2021-03-01;13:51:56;Mes;3;                                      
2021-03-01;13:51:56;Dia;5;                                      
2021-03-01;13:51:56;Silo 01;0;                                  
2021-03-01;13:51:56;Silo 02;0;                                  
2021-03-01;13:51:56;Silo 03;0;                                  
2021-03-01;13:51:56;Silo 04;0;                                  
2021-03-01;13:51:56;Betume;0;                                   
2021-03-01;13:51:56;Total Inova;0;                              
2021-03-01;13:51:56;Total Horas Inova;0;                        
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;;0;                                         
2021-03-01;13:51:57;Ano;2012;                                   
2021-03-01;13:51:57;Mes;3;                                      
2021-03-01;13:51:57;Dia;5;                                      
2021-03-01;13:51:57;Silo 01;0;                                  
2021-03-01;13:51:57;Silo 02;0;                                  
2021-03-01;13:51:57;Silo 03;0;                                  
2021-03-01;13:51:57;Silo 04;0;                                  
2021-03-01;13:51:57;Betume;0;                                   
2021-03-01;13:51:58;Total Inova;0;                              
2021-03-01;13:51:58;Total Horas Inova;0;                        
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;;0;                                         
2021-03-01;13:51:58;Ano;2012;                                   
2021-03-01;13:51:58;Mes;3;                                      
2021-03-01;13:51:58;Dia;5;                                      
2021-03-01;13:51:58;Silo 01;0;                                  
2021-03-01;13:51:58;Silo 02;0;                                  
2021-03-01;13:51:58;Silo 03;0;                                  
2021-03-01;13:51:58;Silo 04;0;                                  
2021-03-01;13:51:58;Betume;0;                                   
2021-03-01;13:51:59;Total Inova;0;                              
2021-03-01;13:51:59;Total Horas Inova;0;                        
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;;0;                                         
2021-03-01;13:51:59;Ano;2012;                                   
2021-03-01;13:51:59;Mes;3;                                      
2021-03-01;13:51:59;Dia;5;                                      
2021-03-01;13:51:59;Silo 01;0;                                  
2021-03-01;13:51:59;Silo 02;0;                                  
2021-03-01;13:51:59;Silo 03;0;                                  
2021-03-01;13:51:59;Silo 04;0;                                  
2021-03-01;13:52:00;Betume;0;                                   
2021-03-01;13:52:00;Total Inova;0;                              
2021-03-01;13:52:00;Total Horas Inova;0;                        
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;Ano;2012;                                   
2021-03-01;13:52:00;Mes;3;                                      
2021-03-01;13:52:00;Dia;5;                                      
2021-03-01;13:52:00;Silo 01;0;                                  
2021-03-01;13:52:00;Silo 02;0;                                  
2021-03-01;13:52:00;Silo 03;0;                                  
2021-03-01;13:52:00;Silo 04;0;                                  
2021-03-01;13:52:00;Betume;0;                                   
2021-03-01;13:52:00;Total Inova;0;                              
2021-03-01;13:52:00;Total Horas Inova;0;                        
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:00;;0;                                         
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:01;Ano;2012;                                   
2021-03-01;13:52:01;Mes;3;                                      
2021-03-01;13:52:01;Dia;5;                                      
2021-03-01;13:52:01;Silo 01;0;                                  
2021-03-01;13:52:01;Silo 02;0;                                  
2021-03-01;13:52:01;Silo 03;0;                                  
2021-03-01;13:52:01;Silo 04;0;                                  
2021-03-01;13:52:01;Betume;0;                                   
2021-03-01;13:52:01;Total Inova;0;                              
2021-03-01;13:52:01;Total Horas Inova;0;                        
2021-03-01;13:52:01;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;;0;                                         
2021-03-01;13:52:02;Ano;2012;                                   
2021-03-01;13:52:02;Mes;3;                                      
2021-03-01;13:52:02;Dia;5;                                      
2021-03-01;13:52:02;Silo 01;0;                                  
2021-03-01;13:52:02;Silo 02;0;                                  
2021-03-01;13:52:02;Silo 03;0;                                  
2021-03-01;13:52:02;Silo 04;0;                                  
2021-03-01;13:52:02;Betume;0;                                   
2021-03-01;13:52:02;Total Inova;0;                              
2021-03-01;13:52:03;Total Horas Inova;0;                        
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;;0;                                         
2021-03-01;13:52:03;Ano;2012;                                   
2021-03-01;13:52:03;Mes;3;                                      
2021-03-01;13:52:03;Dia;5;                                      
2021-03-01;13:52:03;Silo 01;0;                                  
2021-03-01;13:52:03;Silo 02;0;                                  
2021-03-01;13:52:03;Silo 03;0;                                  
2021-03-01;13:52:03;Silo 04;0;                                  
2021-03-01;13:52:03;Betume;0;                                   
2021-03-01;13:52:04;Total Inova;0;                              
2021-03-01;13:52:04;Total Horas Inova;0;                        
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;;0;                                         
2021-03-01;13:52:04;Ano;2012;                                   
2021-03-01;13:52:04;Mes;3;                                      
2021-03-01;13:52:04;Dia;5;                                      
2021-03-01;13:52:04;Silo 01;0;                                  
2021-03-01;13:52:04;Silo 02;0;                                  
2021-03-01;13:52:04;Silo 03;0;                                  
2021-03-01;13:52:04;Silo 04;0;                                  
2021-03-01;13:52:04;Betume;0;                                   
2021-03-01;13:52:05;Total Inova;0;                              
2021-03-01;13:52:05;Total Horas Inova;0;                        
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;Ano;2012;                                   
2021-03-01;13:52:05;Mes;3;                                      
2021-03-01;13:52:05;Dia;5;                                      
2021-03-01;13:52:05;Silo 01;0;                                  
2021-03-01;13:52:05;Silo 02;0;                                  
2021-03-01;13:52:05;Silo 03;0;                                  
2021-03-01;13:52:05;Silo 04;0;                                  
2021-03-01;13:52:05;Betume;0;                                   
2021-03-01;13:52:05;Total Inova;0;                              
2021-03-01;13:52:05;Total Horas Inova;0;                        
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:05;;0;                                         
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:06;Ano;2012;                                   
2021-03-01;13:52:06;Mes;3;                                      
2021-03-01;13:52:06;Dia;5;                                      
2021-03-01;13:52:06;Silo 01;0;                                  
2021-03-01;13:52:06;Silo 02;0;                                  
2021-03-01;13:52:06;Silo 03;0;                                  
2021-03-01;13:52:06;Silo 04;0;                                  
2021-03-01;13:52:06;Betume;0;                                   
2021-03-01;13:52:06;Total Inova;0;                              
2021-03-01;13:52:06;Total Horas Inova;0;                        
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:06;;0;                                         
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:07;Ano;2012;                                   
2021-03-01;13:52:07;Mes;3;                                      
2021-03-01;13:52:07;Dia;5;                                      
2021-03-01;13:52:07;Silo 01;0;                                  
2021-03-01;13:52:07;Silo 02;0;                                  
2021-03-01;13:52:07;Silo 03;0;                                  
2021-03-01;13:52:07;Silo 04;0;                                  
2021-03-01;13:52:07;Betume;0;                                   
2021-03-01;13:52:07;Total Inova;0;                              
2021-03-01;13:52:07;Total Horas Inova;0;                        
2021-03-01;13:52:07;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;;0;                                         
2021-03-01;13:52:08;Ano;2012;                                   
2021-03-01;13:52:08;Mes;3;                                      
2021-03-01;13:52:08;Dia;5;                                      
2021-03-01;13:52:08;Silo 01;0;                                  
2021-03-01;13:52:08;Silo 02;0;                                  
2021-03-01;13:52:08;Silo 03;0;                                  
2021-03-01;13:52:08;Silo 04;0;                                  
2021-03-01;13:52:08;Betume;0;                                   
2021-03-01;13:52:08;Total Inova;0;                              
2021-03-01;13:52:09;Total Horas Inova;0;                        
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;;0;                                         
2021-03-01;13:52:09;Ano;2012;                                   
2021-03-01;13:52:09;Mes;3;                                      
2021-03-01;13:52:09;Dia;5;                                      
2021-03-01;13:52:09;Silo 01;0;                                  
2021-03-01;13:52:09;Silo 02;0;                                  
2021-03-01;13:52:09;Silo 03;0;                                  
2021-03-01;13:52:09;Silo 04;0;                                  
2021-03-01;13:52:09;Betume;0;                                   
2021-03-01;13:52:10;Total Inova;0;                              
2021-03-01;13:52:10;Total Horas Inova;0;                        
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;;0;                                         
2021-03-01;13:52:10;Ano;2012;                                   
2021-03-01;13:52:10;Mes;3;                                      
2021-03-01;13:52:10;Dia;5;                                      
2021-03-01;13:52:10;Silo 01;0;                                  
2021-03-01;13:52:10;Silo 02;0;                                  
2021-03-01;13:52:10;Silo 03;0;                                  
2021-03-01;13:52:10;Silo 04;0;                                  
2021-03-01;13:52:10;Betume;0;                                   
2021-03-01;13:52:11;Total Inova;0;                              
2021-03-01;13:52:11;Total Horas Inova;0;                        
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;Ano;2012;                                   
2021-03-01;13:52:11;Mes;3;                                      
2021-03-01;13:52:11;Dia;5;                                      
2021-03-01;13:52:11;Silo 01;0;                                  
2021-03-01;13:52:11;Silo 02;0;                                  
2021-03-01;13:52:11;Silo 03;0;                                  
2021-03-01;13:52:11;Silo 04;0;                                  
2021-03-01;13:52:11;Betume;0;                                   
2021-03-01;13:52:11;Total Inova;0;                              
2021-03-01;13:52:11;Total Horas Inova;0;                        
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:11;;0;                                         
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:12;Ano;2012;                                   
2021-03-01;13:52:12;Mes;3;                                      
2021-03-01;13:52:12;Dia;5;                                      
2021-03-01;13:52:12;Silo 01;0;                                  
2021-03-01;13:52:12;Silo 02;0;                                  
2021-03-01;13:52:12;Silo 03;0;                                  
2021-03-01;13:52:12;Silo 04;0;                                  
2021-03-01;13:52:12;Betume;0;                                   
2021-03-01;13:52:12;Total Inova;0;                              
2021-03-01;13:52:12;Total Horas Inova;0;                        
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:12;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;;0;                                         
2021-03-01;13:52:13;Ano;2012;                                   
2021-03-01;13:52:13;Mes;3;                                      
2021-03-01;13:52:13;Dia;5;                                      
2021-03-01;13:52:13;Silo 01;0;                                  
2021-03-01;13:52:13;Silo 02;0;                                  
2021-03-01;13:52:13;Silo 03;0;                                  
2021-03-01;13:52:13;Silo 04;0;                                  
2021-03-01;13:52:13;Betume;0;                                   
2021-03-01;13:52:13;Total Inova;0;                              
2021-03-01;13:52:13;Total Horas Inova;0;                        
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
